"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2012年37週(09月10日～09月16日)","2012年09月19日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","百日咳","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","1123","0.23","3789","","1180","0.38","2777","0.89","10053","3.22","1298","0.42","3050","0.98","225","0.07","2204","0.71","92","0.03","2759","0.88","1260","0.40","3","0.00","410","0.60","6","0.01","38","0.08","507","1.10","16","0.03"
"北海道","2","0.01","41","","28","0.20","234","1.64","177","1.24","35","0.24","437","3.06","2","0.01","55","0.38","3","0.02","215","1.50","21","0.15","-","-","7","0.24","2","0.09","-","-","14","0.61","-","-"
"青森県","-","-","46","","4","0.10","21","0.51","44","1.07","8","0.20","129","3.15","1","0.02","10","0.24","-","-","115","2.80","11","0.27","-","-","3","0.27","-","-","-","-","14","2.33","-","-"
"岩手県","-","-","37","","4","0.10","24","0.60","85","2.13","9","0.23","160","4.00","19","0.48","28","0.70","-","-","71","1.78","40","1.00","-","-","5","0.36","-","-","1","0.05","34","1.79","-","-"
"宮城県","-","-","47","","9","0.16","62","1.07","241","4.16","14","0.24","307","5.29","10","0.17","51","0.88","-","-","119","2.05","45","0.78","-","-","1","0.08","-","-","-","-","16","1.33","-","-"
"秋田県","1","0.02","48","","13","0.37","16","0.46","83","2.37","13","0.37","126","3.60","1","0.03","17","0.49","-","-","93","2.66","6","0.17","-","-","3","0.43","-","-","-","-","9","1.13","-","-"
"山形県","-","-","35","","15","0.50","37","1.23","95","3.17","2","0.07","165","5.50","2","0.07","29","0.97","-","-","61","2.03","23","0.77","-","-","-","-","-","-","1","0.10","7","0.70","-","-"
"福島県","9","0.11","74","","7","0.15","35","0.73","70","1.46","9","0.19","124","2.58","2","0.04","30","0.63","2","0.04","31","0.65","11","0.23","-","-","6","0.50","-","-","1","0.14","15","2.14","-","-"
"茨城県","3","0.03","62","","21","0.28","46","0.61","150","2.00","11","0.15","49","0.65","1","0.01","30","0.40","3","0.04","36","0.48","11","0.15","-","-","10","0.59","-","-","-","-","7","0.54","-","-"
"栃木県","1","0.01","46","","11","0.23","39","0.81","58","1.21","18","0.38","49","1.02","6","0.13","34","0.71","3","0.06","9","0.19","19","0.40","-","-","11","0.92","-","-","1","0.14","37","5.29","3","0.43"
"群馬県","14","0.14","31","","23","0.38","44","0.73","241","4.02","23","0.38","38","0.63","1","0.02","47","0.78","1","0.02","32","0.53","33","0.55","-","-","13","0.93","-","-","-","-","34","4.25","1","0.13"
"埼玉県","-","-","103","","45","0.30","141","0.93","557","3.66","52","0.34","111","0.73","16","0.11","120","0.79","3","0.02","106","0.70","58","0.38","1","0.02","19","0.45","-","-","1","0.11","28","3.11","1","0.11"
"千葉県","2","0.01","108","","23","0.19","145","1.18","340","2.76","52","0.42","97","0.79","8","0.07","100","0.81","4","0.03","61","0.50","49","0.40","1","0.03","18","0.56","-","-","1","0.11","11","1.22","2","0.22"
"東京都","43","0.11","358","","194","0.76","270","1.05","961","3.75","82","0.32","132","0.52","20","0.08","243","0.95","5","0.02","227","0.89","75","0.29","-","-","24","0.65","1","0.05","2","0.09","25","1.14","-","-"
"神奈川県","25","0.08","70","","82","0.41","111","0.56","564","2.83","95","0.48","159","0.80","19","0.10","158","0.79","-","-","158","0.79","60","0.30","-","-","33","0.75","-","-","5","0.56","6","0.67","1","0.11"
"新潟県","-","-","42","","40","0.67","54","0.90","76","1.27","21","0.35","168","2.80","4","0.07","40","0.67","5","0.08","196","3.27","33","0.55","-","-","2","0.20","-","-","-","-","16","1.33","6","0.50"
"富山県","-","-","29","","5","0.17","51","1.76","103","3.55","15","0.52","21","0.72","1","0.03","13","0.45","2","0.07","55","1.90","2","0.07","-","-","-","-","1","0.20","-","-","4","0.80","-","-"
"石川県","-","-","53","","5","0.17","24","0.83","74","2.55","9","0.31","62","2.14","2","0.07","17","0.59","2","0.07","13","0.45","8","0.28","-","-","1","0.14","-","-","-","-","6","1.20","-","-"
"福井県","-","-","41","","10","0.45","32","1.45","92","4.18","3","0.14","41","1.86","-","-","20","0.91","-","-","13","0.59","11","0.50","-","-","2","0.67","-","-","-","-","4","0.67","-","-"
"山梨県","-","-","1","","3","0.13","29","1.21","55","2.29","10","0.42","6","0.25","-","-","10","0.42","-","-","13","0.54","6","0.25","-","-","2","0.22","-","-","-","-","11","1.10","-","-"
"長野県","1","0.01","4","","9","0.16","67","1.22","154","2.80","16","0.29","44","0.80","3","0.05","24","0.44","2","0.04","85","1.55","11","0.20","-","-","5","0.45","-","-","-","-","15","1.36","-","-"
"岐阜県","10","0.11","14","","34","0.64","14","0.26","142","2.68","8","0.15","11","0.21","10","0.19","27","0.51","5","0.09","21","0.40","51","0.96","-","-","6","0.55","-","-","3","0.60","18","3.60","-","-"
"静岡県","3","0.02","90","","42","0.47","68","0.76","390","4.38","40","0.45","34","0.38","1","0.01","75","0.84","-","-","58","0.65","28","0.31","-","-","10","0.45","-","-","3","0.33","7","0.78","-","-"
"愛知県","2","0.01","49","","70","0.39","98","0.55","566","3.16","66","0.37","55","0.31","17","0.09","123","0.69","7","0.04","66","0.37","118","0.66","-","-","26","0.76","-","-","2","0.14","53","3.79","-","-"
"三重県","-","-","22","","14","0.31","19","0.42","172","3.82","21","0.47","31","0.69","3","0.07","33","0.73","1","0.02","19","0.42","47","1.04","-","-","4","0.33","-","-","-","-","2","0.22","-","-"
"滋賀県","2","0.04","12","","19","0.59","38","1.19","90","2.81","12","0.38","11","0.34","3","0.09","22","0.69","2","0.06","25","0.78","8","0.25","-","-","3","0.38","-","-","-","-","3","0.43","-","-"
"京都府","-","-","57","","10","0.13","51","0.68","219","2.92","22","0.29","17","0.23","2","0.03","31","0.41","-","-","27","0.36","15","0.20","-","-","11","0.61","-","-","-","-","1","0.17","-","-"
"大阪府","6","0.02","225","","76","0.38","275","1.38","664","3.34","108","0.54","41","0.21","7","0.04","128","0.64","7","0.04","150","0.75","38","0.19","1","0.02","8","0.15","-","-","2","0.12","14","0.82","-","-"
"兵庫県","7","0.04","56","","39","0.30","72","0.56","466","3.61","75","0.58","16","0.12","8","0.06","100","0.78","3","0.02","116","0.90","32","0.25","-","-","9","0.26","-","-","3","0.27","12","1.09","-","-"
"奈良県","1","0.03","22","","17","0.49","12","0.34","68","1.94","8","0.23","11","0.31","1","0.03","17","0.49","1","0.03","9","0.26","7","0.20","-","-","1","0.11","-","-","2","0.33","1","0.17","-","-"
"和歌山県","-","-","7","","2","0.06","14","0.45","45","1.45","13","0.42","9","0.29","1","0.03","18","0.58","1","0.03","18","0.58","11","0.35","-","-","-","-","-","-","1","0.09","13","1.18","-","-"
"鳥取県","-","-","5","","1","0.05","29","1.53","79","4.16","13","0.68","-","-","1","0.05","17","0.89","-","-","9","0.47","4","0.21","-","-","6","2.00","-","-","-","-","4","0.80","-","-"
"島根県","-","-","18","","8","0.35","9","0.39","183","7.96","17","0.74","3","0.13","1","0.04","16","0.70","-","-","21","0.91","8","0.35","-","-","-","-","-","-","1","0.13","4","0.50","-","-"
"岡山県","3","0.04","25","","3","0.06","25","0.46","216","4.00","28","0.52","8","0.15","3","0.06","34","0.63","4","0.07","45","0.83","17","0.31","-","-","3","0.25","-","-","1","0.20","5","1.00","-","-"
"広島県","1","0.01","155","","17","0.24","80","1.11","237","3.29","30","0.42","11","0.15","3","0.04","37","0.51","6","0.08","18","0.25","24","0.33","-","-","10","0.53","-","-","2","0.10","10","0.48","-","-"
"山口県","-","-","151","","8","0.17","94","1.96","187","3.90","23","0.48","14","0.29","10","0.21","48","1.00","2","0.04","50","1.04","10","0.21","-","-","3","0.33","-","-","-","-","4","0.44","-","-"
"徳島県","-","-","12","","4","0.17","13","0.57","99","4.30","19","0.83","6","0.26","7","0.30","21","0.91","1","0.04","26","1.13","4","0.17","-","-","2","0.50","-","-","1","0.20","-","-","-","-"
"香川県","-","-","19","","3","0.10","9","0.30","128","4.27","19","0.63","17","0.57","2","0.07","15","0.50","1","0.03","34","1.13","7","0.23","-","-","1","0.33","-","-","-","-","1","0.20","-","-"
"愛媛県","-","-","58","","10","0.27","41","1.11","148","4.00","24","0.65","13","0.35","9","0.24","36","0.97","-","-","30","0.81","14","0.38","-","-","5","0.63","1","0.17","-","-","3","0.50","-","-"
"高知県","-","-","16","","8","0.27","20","0.67","45","1.50","24","0.80","4","0.13","6","0.20","15","0.50","2","0.07","27","0.90","13","0.43","-","-","2","0.67","-","-","1","0.13","5","0.63","2","0.25"
"福岡県","15","0.08","643","","55","0.46","84","0.70","562","4.68","66","0.55","22","0.18","1","0.01","94","0.78","5","0.04","60","0.50","71","0.59","-","-","25","0.96","-","-","-","-","-","-","-","-"
"佐賀県","-","-","89","","18","0.78","11","0.48","42","1.83","12","0.52","4","0.17","-","-","13","0.57","-","-","9","0.39","34","1.48","-","-","1","0.25","-","-","1","0.17","1","0.17","-","-"
"長崎県","29","0.41","60","","11","0.25","30","0.68","97","2.20","44","1.00","10","0.23","-","-","33","0.75","1","0.02","17","0.39","14","0.32","-","-","4","0.50","-","-","2","0.17","6","0.50","-","-"
"熊本県","1","0.01","128","","43","0.90","20","0.42","201","4.19","19","0.40","18","0.38","3","0.06","45","0.94","1","0.02","39","0.81","25","0.52","-","-","21","2.33","-","-","-","-","2","0.13","-","-"
"大分県","3","0.05","94","","11","0.31","52","1.44","267","7.42","16","0.44","22","0.61","-","-","43","1.19","5","0.14","27","0.75","68","1.89","-","-","2","0.40","-","-","-","-","7","0.64","-","-"
"宮崎県","24","0.41","353","","46","1.28","67","1.86","185","5.14","33","0.92","169","4.69","2","0.06","38","1.06","1","0.03","65","1.81","20","0.56","-","-","11","1.83","-","-","-","-","4","0.57","-","-"
